measure_id	measure_name	location_id	location_name	sex_id	sex_name	age_id	age_name	cause_id	cause_name	metric_id	metric_name	year	val	upper	lower
1	Deaths	1	Global	3	Both	22	All ages	294	All causes	3	Rate	2019	730.561783	765.1845389	694.5774239
1	Deaths	1	Global	3	Both	22	All ages	295	Communicable, maternal, neonatal, and nutritional diseases	1	Number	2019	10193394.5	11394855.75	9188550.19
1	Deaths	1	Global	3	Both	22	All ages	295	Communicable, maternal, neonatal, and nutritional diseases	2	Percent	2019	0.1802712985	0.1965060921	0.1667137396
1	Deaths	1	Global	3	Both	22	All ages	295	Communicable, maternal, neonatal, and nutritional diseases	3	Rate	2019	131.7407574	147.2685991	118.7540188
1	Deaths	1	Global	3	Both	22	All ages	297	Tuberculosis	1	Number	2019	1179766.157	1292664.754	1078546.057
1	Deaths	1	Global	3	Both	22	All ages	297	Tuberculosis	2	Percent	2019	0.02086874386	0.02262826263	0.01954209843
1	Deaths	1	Global	3	Both	22	All ages	297	Tuberculosis	3	Rate	2019	15.24745139	16.70656755	13.93926964
1	Deaths	1	Global	3	Both	22	All ages	298	HIV/AIDS	1	Number	2019	863837.3475	996044.8659	786074.862
1	Deaths	1	Global	3	Both	22	All ages	298	HIV/AIDS	2	Percent	2019	0.01528829924	0.01769603877	0.01378698424
1	Deaths	1	Global	3	Both	22	All ages	298	HIV/AIDS	3	Rate	2019	11.16434633	12.87301351	10.15933384
1	Deaths	1	Global	3	Both	22	All ages	300	HIV/AIDS resulting in other diseases	1	Number	2019	646759.538	780472.7579	551850.8279
1	Deaths	1	Global	3	Both	22	All ages	300	HIV/AIDS resulting in other diseases	2	Percent	2019	0.01144526584	0.01399941317	0.009809138003
1	Deaths	1	Global	3	Both	22	All ages	300	HIV/AIDS resulting in other diseases	3	Rate	2019	8.35880446	10.08693152	7.132191937
1	Deaths	1	Global	3	Both	22	All ages	302	Diarrheal diseases	1	Number	2019	1534443.027	2219095.901	1088681.674
1	Deaths	1	Global	3	Both	22	All ages	302	Diarrheal diseases	2	Percent	2019	0.02713945979	0.0390228527	0.01944074762
1	Deaths	1	Global	3	Both	22	All ages	302	Diarrheal diseases	3	Rate	2019	19.83134142	28.6798843	14.07026368
1	Deaths	1	Global	3	Both	22	All ages	319	Typhoid fever	1	Number	2019	110029.0426	191205.7054	52810.45217
1	Deaths	1	Global	3	Both	22	All ages	319	Typhoid fever	2	Percent	2019	0.001945873645	0.003393399233	0.0009280530243
1	Deaths	1	Global	3	Both	22	All ages	319	Typhoid fever	3	Rate	2019	1.422029669	2.471167427	0.6825291584
1	Deaths	1	Global	3	Both	22	All ages	320	Paratyphoid fever	1	Number	2019	23337.27628	45679.59614	9800.832032
1	Deaths	1	Global	3	Both	22	All ages	320	Paratyphoid fever	2	Percent	2019	0.0004129484041	0.0008093809675	0.0001716190163
1	Deaths	1	Global	3	Both	22	All ages	320	Paratyphoid fever	3	Rate	2019	0.3016139966	0.5903690467	0.126667229
1	Deaths	1	Global	3	Both	22	All ages	321	Other intestinal infectious diseases	1	Number	2019	1396.201737	1850.920435	1000.134135
1	Deaths	1	Global	3	Both	22	All ages	321	Other intestinal infectious diseases	2	Percent	2019	2.47E-05	3.29E-05	1.78E-05
1	Deaths	1	Global	3	Both	22	All ages	321	Other intestinal infectious diseases	3	Rate	2019	0.018044693	0.02392153665	0.01292586376
1	Deaths	1	Global	3	Both	22	All ages	322	Lower respiratory infections	1	Number	2019	2493199.884	2736184.331	2268183.479
1	Deaths	1	Global	3	Both	22	All ages	322	Lower respiratory infections	2	Percent	2019	0.04410106696	0.04707395626	0.04061763435
1	Deaths	1	Global	3	Both	22	All ages	322	Lower respiratory infections	3	Rate	2019	32.22243985	35.36280248	29.31429853
1	Deaths	1	Global	3	Both	22	All ages	328	Upper respiratory infections	1	Number	2019	9464.11828	14913.70648	5536.739734
1	Deaths	1	Global	3	Both	22	All ages	328	Upper respiratory infections	2	Percent	2019	0.0001673446207	0.0002592745345	9.84E-05
1	Deaths	1	Global	3	Both	22	All ages	328	Upper respiratory infections	3	Rate	2019	0.1223154966	0.1927466839	0.07155754506
1	Deaths	1	Global	3	Both	22	All ages	329	Otitis media	1	Number	2019	667.3924106	1399.757557	410.1876559
1	Deaths	1	Global	3	Both	22	All ages	329	Otitis media	2	Percent	2019	1.18E-05	2.53E-05	7.39E-06
1	Deaths	1	Global	3	Both	22	All ages	329	Otitis media	3	Rate	2019	0.008625466391	0.01809064888	0.00530131866
1	Deaths	1	Global	3	Both	22	All ages	332	Meningitis	1	Number	2019	236221.54	277426.0571	204381.4402
1	Deaths	1	Global	3	Both	22	All ages	332	Meningitis	2	Percent	2019	0.004177120858	0.00481285091	0.003664516298
1	Deaths	1	Global	3	Both	22	All ages	332	Meningitis	3	Rate	2019	3.052957933	3.585490475	2.641452338
1	Deaths	1	Global	3	Both	22	All ages	337	Encephalitis	1	Number	2019	89896.92764	122873.7786	76531.52857
1	Deaths	1	Global	3	Both	22	All ages	337	Encephalitis	2	Percent	2019	0.00158992393	0.002170487026	0.00137465155
1	Deaths	1	Global	3	Both	22	All ages	337	Encephalitis	3	Rate	2019	1.161839595	1.58803671	0.9891034376
1	Deaths	1	Global	3	Both	22	All ages	338	Diphtheria	1	Number	2019	4367.877568	6199.623308	2942.433275
1	Deaths	1	Global	3	Both	22	All ages	338	Diphtheria	2	Percent	2019	7.72E-05	0.0001077406769	5.25E-05
1	Deaths	1	Global	3	Both	22	All ages	338	Diphtheria	3	Rate	2019	0.05645101828	0.08012473866	0.03802839067
1	Deaths	1	Global	3	Both	22	All ages	339	Whooping cough	1	Number	2019	116510.3045	212097.9731	53501.72966
1	Deaths	1	Global	3	Both	22	All ages	339	Whooping cough	2	Percent	2019	0.002059384086	0.003718042502	0.0009546612544
1	Deaths	1	Global	3	Both	22	All ages	339	Whooping cough	3	Rate	2019	1.505794342	2.741181814	0.6914633186
1	Deaths	1	Global	3	Both	22	All ages	340	Tetanus	1	Number	2019	34683.72824	48457.09289	25943.00429
1	Deaths	1	Global	3	Both	22	All ages	340	Tetanus	2	Percent	2019	0.0006132280296	0.0008482448608	0.0004613493451
1	Deaths	1	Global	3	Both	22	All ages	340	Tetanus	3	Rate	2019	0.4482570187	0.6262657763	0.3352907646
1	Deaths	1	Global	3	Both	22	All ages	453	Gallbladder and biliary tract cancer	1	Number	2019	172440.7526	188615.2911	144898.8465
1	Deaths	1	Global	3	Both	22	All ages	453	Gallbladder and biliary tract cancer	2	Percent	2019	0.003050981699	0.003302499422	0.00255489293
1	Deaths	1	Global	3	Both	22	All ages	453	Gallbladder and biliary tract cancer	3	Rate	2019	2.228646734	2.437688575	1.872691554
1	Deaths	1	Global	3	Both	22	All ages	456	Pancreatic cancer	1	Number	2019	531107.115	566536.8522	491948.1943
1	Deaths	1	Global	3	Both	22	All ages	456	Pancreatic cancer	2	Percent	2019	0.009397246118	0.009909238072	0.008737769172
1	Deaths	1	Global	3	Both	22	All ages	456	Pancreatic cancer	3	Rate	2019	6.864097491	7.321996025	6.358002502
1	Deaths	1	Global	3	Both	22	All ages	459	Malignant skin melanoma	1	Number	2019	62843.58808	71000.67168	46316.94872
1	Deaths	1	Global	3	Both	22	All ages	459	Malignant skin melanoma	2	Percent	2019	0.001112078513	0.001264413135	0.0008257800841
1	Deaths	1	Global	3	Both	22	All ages	459	Malignant skin melanoma	3	Rate	2019	0.8121987129	0.9176219232	0.5986062745
1	Deaths	1	Global	3	Both	22	All ages	462	Non-melanoma skin cancer	1	Number	2019	56053.55659	59792.38146	50414.84641
1	Deaths	1	Global	3	Both	22	All ages	462	Non-melanoma skin cancer	2	Percent	2019	0.0009917770654	0.001047860095	0.0008967495709
1	Deaths	1	Global	3	Both	22	All ages	462	Non-melanoma skin cancer	3	Rate	2019	0.7244434621	0.7727645214	0.6515680378
1	Deaths	1	Global	3	Both	22	All ages	465	Ovarian cancer	1	Number	2019	198412.1755	217664.6185	175357.2551
1	Deaths	1	Global	3	Both	22	All ages	465	Ovarian cancer	2	Percent	2019	0.003510837708	0.003854281574	0.003108855292
1	Deaths	1	Global	3	Both	22	All ages	465	Ovarian cancer	3	Rate	2019	2.564304784	2.813125863	2.266339991
1	Deaths	1	Global	3	Both	22	All ages	468	Testicular cancer	1	Number	2019	10842.05934	11902.28566	9960.793932
1	Deaths	1	Global	3	Both	22	All ages	468	Testicular cancer	2	Percent	2019	0.0001918101685	0.0002074914857	0.0001794692606
1	Deaths	1	Global	3	Both	22	All ages	468	Testicular cancer	3	Rate	2019	0.1401241862	0.1538266893	0.1287345974
1	Deaths	1	Global	3	Both	22	All ages	471	Kidney cancer	1	Number	2019	166437.624	176302.0746	155461.1826
1	Deaths	1	Global	3	Both	22	All ages	471	Kidney cancer	2	Percent	2019	0.002944952934	0.003090150685	0.002756400857
1	Deaths	1	Global	3	Both	22	All ages	471	Kidney cancer	3	Rate	2019	2.151061518	2.278550962	2.009200561
1	Deaths	1	Global	3	Both	22	All ages	474	Bladder cancer	1	Number	2019	228734.5008	243193.0259	210743.2327
1	Deaths	1	Global	3	Both	22	All ages	474	Bladder cancer	2	Percent	2019	0.004047249955	0.004266766704	0.003715825184
1	Deaths	1	Global	3	Both	22	All ages	474	Bladder cancer	3	Rate	2019	2.956194463	3.143058324	2.723672972
1	Deaths	1	Global	3	Both	22	All ages	477	Brain and central nervous system cancer	1	Number	2019	246253.2692	270929.9155	185641.8392
1	Deaths	1	Global	3	Both	22	All ages	477	Brain and central nervous system cancer	2	Percent	2019	0.00435635099	0.004693036298	0.003309424574
1	Deaths	1	Global	3	Both	22	All ages	477	Brain and central nervous system cancer	3	Rate	2019	3.182609307	3.501533496	2.399259296
1	Deaths	1	Global	3	Both	22	All ages	480	Thyroid cancer	1	Number	2019	45575.95608	48775.33636	41289.61209
1	Deaths	1	Global	3	Both	22	All ages	480	Thyroid cancer	2	Percent	2019	0.0008063653974	0.0008481921283	0.000734604911
1	Deaths	1	Global	3	Both	22	All ages	480	Thyroid cancer	3	Rate	2019	0.5890295892	0.6303787964	0.5336323214
1	Deaths	1	Global	3	Both	22	All ages	483	Mesothelioma	1	Number	2019	29251.04205	31005.58073	26667.71917
1	Deaths	1	Global	3	Both	22	All ages	483	Mesothelioma	2	Percent	2019	0.0005176330219	0.0005492377644	0.000471840883
1	Deaths	1	Global	3	Both	22	All ages	483	Mesothelioma	3	Rate	2019	0.3780442752	0.4007201615	0.3446570739
1	Deaths	1	Global	3	Both	22	All ages	484	Hodgkin lymphoma	1	Number	2019	27551.89024	31812.68347	23684.79646
1	Deaths	1	Global	3	Both	22	All ages	484	Hodgkin lymphoma	2	Percent	2019	0.0004874343047	0.0005623920352	0.0004187450584
1	Deaths	1	Global	3	Both	22	All ages	484	Hodgkin lymphoma	3	Rate	2019	0.356084216	0.4111512623	0.3061053926
1	Deaths	1	Global	3	Both	22	All ages	485	Non-Hodgkin lymphoma	1	Number	2019	254614.4627	270352.5307	237714.2839
1	Deaths	1	Global	3	Both	22	All ages	485	Non-Hodgkin lymphoma	2	Percent	2019	0.004504761125	0.004686538452	0.004242481809
1	Deaths	1	Global	3	Both	22	All ages	485	Non-Hodgkin lymphoma	3	Rate	2019	3.290670461	3.494071299	3.072250349
1	Deaths	1	Global	3	Both	22	All ages	486	Multiple myeloma	1	Number	2019	113474.3559	121735.0343	99527.45437
1	Deaths	1	Global	3	Both	22	All ages	486	Multiple myeloma	2	Percent	2019	0.002007944967	0.002153743561	0.001755551079
1	Deaths	1	Global	3	Both	22	All ages	486	Multiple myeloma	3	Rate	2019	1.466557348	1.57331943	1.286305776
1	Deaths	1	Global	3	Both	22	All ages	592	Chronic kidney disease due to glomerulonephritis	1	Number	2019	183676.6227	228916.1039	146299.2797
1	Deaths	1	Global	3	Both	22	All ages	592	Chronic kidney disease due to glomerulonephritis	2	Percent	2019	0.003249342044	0.004010850018	0.002615584771
1	Deaths	1	Global	3	Both	22	All ages	592	Chronic kidney disease due to glomerulonephritis	3	Rate	2019	2.373860581	2.958541526	1.890790935
1	Deaths	1	Global	3	Both	22	All ages	593	Chronic kidney disease due to other and unspecified causes	1	Number	2019	305432.6692	382979.5519	237780.513
1	Deaths	1	Global	3	Both	22	All ages	593	Chronic kidney disease due to other and unspecified causes	2	Percent	2019	0.005403877303	0.006772806427	0.004253575368
1	Deaths	1	Global	3	Both	22	All ages	593	Chronic kidney disease due to other and unspecified causes	3	Rate	2019	3.947451576	4.949677582	3.073106303
1	Deaths	1	Global	3	Both	22	All ages	594	Urinary diseases and male infertility	1	Number	2019	296763.0336	321330.7649	250324.5193
1	Deaths	1	Global	3	Both	22	All ages	594	Urinary diseases and male infertility	2	Percent	2019	0.005251007273	0.005628586783	0.004449627361
1	Deaths	1	Global	3	Both	22	All ages	594	Urinary diseases and male infertility	3	Rate	2019	3.835404077	4.152920634	3.235226673
1	Deaths	1	Global	3	Both	22	All ages	595	Urinary tract infections and interstitial nephritis	1	Number	2019	236786.3935	259034.6759	198433.7074
1	Deaths	1	Global	3	Both	22	All ages	595	Urinary tract infections and interstitial nephritis	2	Percent	2019	0.004189901306	0.00453974394	0.003557523393
1	Deaths	1	Global	3	Both	22	All ages	595	Urinary tract infections and interstitial nephritis	3	Rate	2019	3.060258173	3.347797871	2.564583066
1	Deaths	1	Global	3	Both	22	All ages	596	Urolithiasis	1	Number	2019	13278.9488	16267.44333	10615.96166
1	Deaths	1	Global	3	Both	22	All ages	596	Urolithiasis	2	Percent	2019	0.0002349414515	0.0002858501851	0.0001856830135
1	Deaths	1	Global	3	Both	22	All ages	596	Urolithiasis	3	Rate	2019	0.1716188628	0.2102425552	0.1372020704
1	Deaths	1	Global	3	Both	22	All ages	341	Measles	1	Number	2019	83392.02904	180402.0305	30998.62645
1	Deaths	1	Global	3	Both	22	All ages	341	Measles	2	Percent	2019	0.001474493675	0.003188617117	0.000550119642
1	Deaths	1	Global	3	Both	22	All ages	341	Measles	3	Rate	2019	1.077769439	2.331539326	0.4006302835
1	Deaths	1	Global	3	Both	22	All ages	342	Varicella and herpes zoster	1	Number	2019	14553.07884	17103.37707	12909.44701
1	Deaths	1	Global	3	Both	22	All ages	342	Varicella and herpes zoster	2	Percent	2019	0.0002573962425	0.0003005931478	0.0002320404143
1	Deaths	1	Global	3	Both	22	All ages	342	Varicella and herpes zoster	3	Rate	2019	0.1880858853	0.2210462717	0.1668433736
1	Deaths	1	Global	3	Both	22	All ages	344	Neglected tropical diseases and malaria	1	Number	2019	747343.7153	1247137.809	406562.0759
1	Deaths	1	Global	3	Both	22	All ages	344	Neglected tropical diseases and malaria	2	Percent	2019	0.01321213831	0.02199729572	0.007310734972
1	Deaths	1	Global	3	Both	22	All ages	344	Neglected tropical diseases and malaria	3	Rate	2019	9.658767461	16.11817138	5.254461192
1	Deaths	1	Global	3	Both	22	All ages	487	Leukemia	1	Number	2019	334592.2566	360213.8975	306817.6857
1	Deaths	1	Global	3	Both	22	All ages	487	Leukemia	2	Percent	2019	0.005919288462	0.006251005502	0.00548368164
1	Deaths	1	Global	3	Both	22	All ages	487	Leukemia	3	Rate	2019	4.324313879	4.655451302	3.96535171
1	Deaths	1	Global	3	Both	22	All ages	490	Other neoplasms	1	Number	2019	56833.48381	70481.82861	46585.64801
1	Deaths	1	Global	3	Both	22	All ages	490	Other neoplasms	2	Percent	2019	0.001005790731	0.001262245707	0.0008196362448
1	Deaths	1	Global	3	Both	22	All ages	490	Other neoplasms	3	Rate	2019	0.7345233429	0.9109163279	0.6020789792
1	Deaths	1	Global	3	Both	22	All ages	491	Cardiovascular diseases	1	Number	2019	18562509.67	19721374.13	17079965.26
1	Deaths	1	Global	3	Both	22	All ages	491	Cardiovascular diseases	2	Percent	2019	0.3284106901	0.3423674428	0.304035901
1	Deaths	1	Global	3	Both	22	All ages	491	Cardiovascular diseases	3	Rate	2019	239.9042913	254.8816064	220.7436944
1	Deaths	1	Global	3	Both	22	All ages	492	Rheumatic heart disease	1	Number	2019	305650.5008	340485.9559	259219.7403
1	Deaths	1	Global	3	Both	22	All ages	492	Rheumatic heart disease	2	Percent	2019	0.005407079269	0.005975510681	0.004634237913
1	Deaths	1	Global	3	Both	22	All ages	492	Rheumatic heart disease	3	Rate	2019	3.95026686	4.400484816	3.350189668
1	Deaths	1	Global	3	Both	22	All ages	493	Ischemic heart disease	1	Number	2019	9137791.144	9743550.131	8395682.479
1	Deaths	1	Global	3	Both	22	All ages	493	Ischemic heart disease	2	Percent	2019	0.1616680171	0.1692319256	0.1495548119
1	Deaths	1	Global	3	Both	22	All ages	493	Ischemic heart disease	3	Rate	2019	118.0980022	125.9269103	108.5068933
1	Deaths	1	Global	3	Both	22	All ages	494	Stroke	1	Number	2019	6552724.534	7015138.626	5995200.364
1	Deaths	1	Global	3	Both	22	All ages	494	Stroke	2	Percent	2019	0.1159263336	0.1221942625	0.1077617048
1	Deaths	1	Global	3	Both	22	All ages	494	Stroke	3	Rate	2019	84.68826486	90.66456479	77.48274992
1	Deaths	1	Global	3	Both	22	All ages	495	Ischemic stroke	1	Number	2019	3293397.041	3536075.958	2973536.879
1	Deaths	1	Global	3	Both	22	All ages	495	Ischemic stroke	2	Percent	2019	0.05826850314	0.06190752973	0.05301134927
1	Deaths	1	Global	3	Both	22	All ages	495	Ischemic stroke	3	Rate	2019	42.56429207	45.70070598	38.4303777
1	Deaths	1	Global	3	Both	22	All ages	496	Intracerebral hemorrhage	1	Number	2019	2886196.395	3099351.139	2644483.575
1	Deaths	1	Global	3	Both	22	All ages	496	Intracerebral hemorrhage	2	Percent	2019	0.05105645193	0.05387645263	0.04746117716
1	Deaths	1	Global	3	Both	22	All ages	496	Intracerebral hemorrhage	3	Rate	2019	37.30157791	40.05641757	34.17764997
1	Deaths	1	Global	3	Both	22	All ages	497	Subarachnoid hemorrhage	1	Number	2019	373131.0982	415937.2572	330033.2073
1	Deaths	1	Global	3	Both	22	All ages	497	Subarachnoid hemorrhage	2	Percent	2019	0.006601378484	0.007346893718	0.005941840654
1	Deaths	1	Global	3	Both	22	All ages	497	Subarachnoid hemorrhage	3	Rate	2019	4.822394886	5.375627256	4.265392133
1	Deaths	1	Global	3	Both	22	All ages	498	Hypertensive heart disease	1	Number	2019	1156732.938	1278562.765	859825.7682
1	Deaths	1	Global	3	Both	22	All ages	498	Hypertensive heart disease	2	Percent	2019	0.02046661057	0.02245492371	0.01513521908
1	Deaths	1	Global	3	Both	22	All ages	498	Hypertensive heart disease	3	Rate	2019	14.94976707	16.52431161	11.11250015
1	Deaths	1	Global	3	Both	22	All ages	499	Cardiomyopathy and myocarditis	1	Number	2019	340348.7001	371305.4126	284903.5958
1	Deaths	1	Global	3	Both	22	All ages	499	Cardiomyopathy and myocarditis	2	Percent	2019	0.00602242972	0.006535299248	0.005024844615
1	Deaths	1	Global	3	Both	22	All ages	499	Cardiomyopathy and myocarditis	3	Rate	2019	4.398710905	4.798799487	3.682131159
1	Deaths	1	Global	3	Both	22	All ages	500	Atrial fibrillation and flutter	1	Number	2019	315336.7681	361013.7952	267964.2061
1	Deaths	1	Global	3	Both	22	All ages	500	Atrial fibrillation and flutter	2	Percent	2019	0.005580003598	0.006345489809	0.004759527657
1	Deaths	1	Global	3	Both	22	All ages	500	Atrial fibrillation and flutter	3	Rate	2019	4.07545344	4.665789284	3.463204282
1	Deaths	1	Global	3	Both	22	All ages	602	Other urinary diseases	1	Number	2019	46697.69131	54760.99028	34328.24635
1	Deaths	1	Global	3	Both	22	All ages	602	Other urinary diseases	2	Percent	2019	0.0008261645151	0.0009557714794	0.0006007602193
1	Deaths	1	Global	3	Both	22	All ages	602	Other urinary diseases	3	Rate	2019	0.6035270413	0.7077381668	0.4436627245
1	Deaths	1	Global	3	Both	22	All ages	603	Gynecological diseases	1	Number	2019	8640.725014	12566.69518	4841.388434
1	Deaths	1	Global	3	Both	22	All ages	603	Gynecological diseases	2	Percent	2019	0.0001528553428	0.0002237297941	8.57E-05
1	Deaths	1	Global	3	Both	22	All ages	603	Gynecological diseases	3	Rate	2019	0.1116738549	0.1624136043	0.06257073435
1	Deaths	1	Global	3	Both	22	All ages	604	Uterine fibroids	1	Number	2019	4194.174617	6479.867368	2315.095524
1	Deaths	1	Global	3	Both	22	All ages	604	Uterine fibroids	2	Percent	2019	7.42E-05	0.0001143481806	4.13E-05
1	Deaths	1	Global	3	Both	22	All ages	604	Uterine fibroids	3	Rate	2019	0.05420605872	0.08374664938	0.02992059592
1	Deaths	1	Global	3	Both	22	All ages	607	Endometriosis	1	Number	2019	89.59791193	141.0638994	49.04286645
1	Deaths	1	Global	3	Both	22	All ages	607	Endometriosis	2	Percent	2019	1.59E-06	2.50E-06	8.58E-07
1	Deaths	1	Global	3	Both	22	All ages	607	Endometriosis	3	Rate	2019	0.001157975077	0.001823128198	0.0006338363901
1	Deaths	1	Global	3	Both	22	All ages	608	Genital prolapse	1	Number	2019	2043.209044	3345.162127	1044.654722
1	Deaths	1	Global	3	Both	22	All ages	608	Genital prolapse	2	Percent	2019	3.61E-05	5.86E-05	1.83E-05
1	Deaths	1	Global	3	Both	22	All ages	608	Genital prolapse	3	Rate	2019	0.02640669965	0.04323331078	0.01350125362
1	Deaths	1	Global	3	Both	22	All ages	612	Other gynecological diseases	1	Number	2019	2313.743441	2757.56661	1246.286574
1	Deaths	1	Global	3	Both	22	All ages	612	Other gynecological diseases	2	Percent	2019	4.09E-05	4.89E-05	2.21E-05
1	Deaths	1	Global	3	Both	22	All ages	612	Other gynecological diseases	3	Rate	2019	0.02990312143	0.03563914983	0.01610716992
1	Deaths	1	Global	3	Both	22	All ages	613	Hemoglobinopathies and hemolytic anemias	1	Number	2019	92814.3026	114527.6285	76980.4631
1	Deaths	1	Global	3	Both	22	All ages	613	Hemoglobinopathies and hemolytic anemias	2	Percent	2019	0.001641450717	0.002001531473	0.00138610831
1	Deaths	1	Global	3	Both	22	All ages	613	Hemoglobinopathies and hemolytic anemias	3	Rate	2019	1.199544129	1.48016998	0.9949055259
1	Deaths	1	Global	3	Both	22	All ages	614	Thalassemias	1	Number	2019	10227.91825	12049.64127	8582.543551
1	Deaths	1	Global	3	Both	22	All ages	614	Thalassemias	2	Percent	2019	0.0001808751823	0.0002113895219	0.000154790003
1	Deaths	1	Global	3	Both	22	All ages	614	Thalassemias	3	Rate	2019	0.1321869469	0.1557311323	0.1109219101
1	Deaths	1	Global	3	Both	22	All ages	615	Sickle cell disorders	1	Number	2019	41932.45718	57946.22153	29517.93302
1	Deaths	1	Global	3	Both	22	All ages	615	Sickle cell disorders	2	Percent	2019	0.0007413378651	0.001012327571	0.0005300034515
1	Deaths	1	Global	3	Both	22	All ages	615	Sickle cell disorders	3	Rate	2019	0.541940535	0.7489045102	0.3814936088
1	Deaths	1	Global	3	Both	22	All ages	616	G6PD deficiency	1	Number	2019	13045.53579	18031.42027	9863.517868
1	Deaths	1	Global	3	Both	22	All ages	616	G6PD deficiency	2	Percent	2019	0.0002307603048	0.0003191914988	0.0001771519784
1	Deaths	1	Global	3	Both	22	All ages	616	G6PD deficiency	3	Rate	2019	0.1686022027	0.2330404228	0.1274773889
1	Deaths	1	Global	3	Both	22	All ages	618	Other hemoglobinopathies and hemolytic anemias	1	Number	2019	27608.39139	32495.46972	23948.52448
1	Deaths	1	Global	3	Both	22	All ages	618	Other hemoglobinopathies and hemolytic anemias	2	Percent	2019	0.0004884773646	0.0005729312245	0.000427583938
1	Deaths	1	Global	3	Both	22	All ages	618	Other hemoglobinopathies and hemolytic anemias	3	Rate	2019	0.3568144442	0.4199756808	0.3095138479
1	Deaths	1	Global	3	Both	22	All ages	619	Endocrine, metabolic, blood, and immune disorders	1	Number	2019	162039.1674	178615.4497	131144.6971
